27898,8975,4,
26304,1413,,
23424,1587,,
22568,793,,
21985,5654,4,
21708,14247,4,
20318,17950,,
20214,11308,,
18701,12692,,
16649,198,,
16599,707,,
14736,8975,8,
13639,3562,4,
13520,10074,,
12985,890,,
12597,50,,
12289,5654,,
12147,5037,,
12114,14247,8,
11737,5654,8,
11601,6346,,
11296,1413,2,
11283,1413,4,
11142,15991,,
10830,223,2,
10813,2244,4,
10470,1413,8,
10445,14247,,
10134,8975,16,
9958,2827,,
9457,14247,16,
9435,5654,2,
9135,8975,2,
9036,3173,,
8854,2244,2,
8755,1259,,
8674,2244,8,
8548,223,,
8499,890,2,
8448,3562,8,
8393,8975,,
8056,999,,
7570,890,4,
7471,353,,
7455,3562,2,
7424,140,2,
7352,397,,
7268,5654,16,
7146,890,8,
6965,22615,4,
6942,353,2,
6267,630,,
6209,14247,2,
5791,14247,31,
5661,1122,,
5561,561,2,
5532,20148,,
5427,7123,,
5198,8975,31,
5147,1413,0,
5035,1413,16,
4856,890,0,
4684,22615,,
4637,3562,16,
4331,315,,
4322,2518,,
4234,7996,,
4085,2244,16,
3997,22615,8,
3818,3562,,
3758,88,2,
3707,890,16,
3652,1413,1,
3533,5654,31,
3519,4487,,
3498,890,1,
3361,22615,16,
3341,280,,
3236,561,,
3229,223,4,
3217,177,,
3122,2244,0,
3067,561,8,
3048,1413,31,
2961,14247,63,
2838,5654,1,
2729,1781,,
2712,223,8,
2645,22615,2,
2634,8975,0,
2627,890,31,
2588,8975,1,
2553,14247,0,
2418,561,4,
2410,353,8,
2408,5654,0,
2406,140,4,
2362,22615,31,
2334,561,0,
2287,2244,1,
2285,3562,0,
2223,3562,1,
2207,8975,63,
2152,445,,
2095,3562,31,
2055,14247,125,
1988,250,,
1895,3998,,
1882,353,4,
1858,2244,31,
1774,1413,63,
1690,561,16,
1683,99,,
1666,56,,
1595,140,8,
1591,5654,63,
1571,561,1,
1497,14247,1,
1420,22615,63,
1413,8975,125,
1397,890,63,
1351,353,0,
1261,88,4,
1228,500,,
1167,353,16,
1128,22615,0,
1123,223,0,
1096,22615,125,
1093,14247,1000,
1091,561,31,
1042,5654,125,
1009,2244,,
994,3562,63,
993,2244,63,
928,223,16,
851,223,1,
823,14247,500,
809,8975,500,
707,111,,
696,157,,
685,14247,250,
672,5654,250,
670,353,1,
654,8975,250,
652,3562,125,
639,2244,125,
602,140,1,
579,88,1,
565,22615,1000,
559,1999,,
534,140,0,
520,3562,250,
497,140,,
474,22615,1,
467,88,,
441,1587,2, 1
417,1413,2, 1
401,88,0,
398,1781,2, 1
352,22615,500,
339,1587,2, 2
333,22615,250,
332,1259,2, 1
309,1999,2, 1
300,1413,2, 2
249,50,2, 2
241,11308,2, 1
240,1587,2,-1
237,1413,2,-1
235,12692,2, 1
230,125,,
225,2244,2, 1
223,1122,2, 1
222,10074,2, 1
219,1781,2,-1
215,11308,2,-1
213,1259,2,-1
212,1587,4, 1
210,1781,2, 2
206,11308,2, 2
203,12692,2,-1
200,14247,2, 1
200,62,,
199,1781,4, 1
192,10074,2,-1
191,1413,4, 1
189,8975,2, 1
188,12692,2, 2
185,12692,2,-2
183,1587,4, 2
179,1999,2,-1
178,1122,2,-1
175,50,2,-2
174,1587,8, 1
173,11308,2,-2
173,2518,2, 1
171,20148,4, 2
170,198,2, 1
169,1413,4, 2
166,1413,0, 1
165,1587,0, 1
163,1413,4,-1
163,7996,2, 1
161,1413,8, 1
161,1259,4,-1
161,1781,8, 1
160,1999,4, 1
159,177,2, 1
159,223,2, 1
158,1259,2, 2
158,1259,0, 1
156,5037,2, 1
156,17950,4, 2
156,198,2, 2
156,5654,2, 1
155,999,2,-1
154,1587,4,-1
154,14247,2,-1
153,7123,2, 1
153,6346,2, 1
152,14247,2,-2
150,1781,0, 1
150,15991,2, 1
149,999,2, 1
149,2827,2, 1
148,8975,2,-1
148,4487,2, 1
146,890,2,-1
146,10074,2, 2
146,1259,4, 1
146,1587,2,-2
145,1122,4,-1
144,1587,8, 2
144,1413,2,-2
144,4487,2,-1
144,198,2,-2
143,1122,0, 1
141,3998,2,-1
140,56,2, 2
140,3173,2, 1
140,20148,8, 2
140,2244,2,-1
137,3998,2, 1
137,1413,8,-1
137,793,2,-1
137,3562,2, 1
135,2827,2, 2
135,14247,4, 1
135,1587,8,-1
134,1413,8, 2
132,15991,4, 1
132,177,2,-1
132,1781,4,-1
132,1413,0, 2
131,5037,2,-1
131,250,2, 1
131,198,2,-1
129,3562,2,-1
129,17950,4, 1
128,793,63,-2
128,1259,8, 1
128,5037,4, 1
127,12692,4, 1
126,999,0, 1
126,1999,8, 1
125,1999,0, 1
125,1587,4,-2
124,999,4,-1
124,1587,0, 2
