93127,88,2,
47071,140,2,
45785,50,,
44322,56,,
44140,70,,
43497,79,,
40721,125,,
37608,88,4,
37174,99,,
37155,88,0,
35298,140,,
35040,62,,
31155,111,,
29830,88,,
29365,140,4,
29265,157,,
25773,140,0,
21838,88,1,
19619,177,,
16179,140,1,
15184,140,8,
14619,223,2,
14110,223,4,
13326,198,,
9903,223,0,
9035,223,8,
5990,223,1,
5910,223,,
4523,353,4,
3349,353,2,
3169,353,8,
2460,223,16,
2272,561,4,
2141,250,,
2131,353,0,
1765,890,4,
1582,561,8,
1574,280,,
1435,5654,4,
1418,890,8,
1370,5654,2,
1312,561,2,
1193,353,1,
1169,353,16,
1128,5654,8,
1122,1413,4,
1098,50,2,-2
1093,5654,16,
1084,8975,4,
1079,1413,8,
1068,890,2,
1062,8975,2,
1062,315,,
1033,3562,4,
1001,3562,2,
898,3562,8,
863,8975,8,
843,2244,8,
838,1413,2,
835,8975,16,
832,2244,4,
823,3562,16,
806,890,16,
779,630,,
764,561,16,
762,2244,2,
753,56,2, 0.5
745,99,2, 1
742,1413,16,
737,62,2, 0.5
729,111,2, 1
721,50,2, 0.5
708,56,2,-2
696,2244,16,
685,70,2, 0.5
680,88,2, 1
677,50,2,-1
658,50,4,-2
637,125,2, 1
636,561,0,
632,353,,
616,999,,
612,56,4,-2
612,79,2, 0.5
596,99,4, 1
592,111,4, 1
583,88,4, 1
575,5654,31,
572,561,,
571,79,2, 1
559,707,,
558,79,4, 1
552,125,4, 1
537,5654,1,
533,50,2, 1
532,11308,,
524,88,2, 0.5
512,70,4, 1
508,56,2,-1
506,140,2, 1
498,56,2, 1
497,5037,,
490,70,2, 1
485,62,4,-2
479,79,4,-2
475,79,2,-2
474,1999,,
463,62,2, 1
462,140,4, 1
462,50,2, 2
450,1413,1,
447,8975,31,
443,88,2,-2
439,62,4, 1
439,500,,
439,890,1,
439,6346,,
435,88,4,-1
431,79,4,-1
429,3562,1,
428,8975,1,
426,70,4,-2
425,99,2, 0.5
416,62,2,-2
415,140,8,-2
409,125,8,-2
408,99,4,-1
407,3562,31,
407,70,4,-1
406,50,2,-0.5
405,140,4, 2
404,561,1,
