78766,2244,,
78275,1999,,
65088,2244,8,
48947,2244,4,
40017,2518,,
30232,353,4,
24938,280,,
23174,1413,8,
20899,3562,8,
19294,353,2,
18407,2244,16,
17137,1413,4,
16974,353,8,
16879,223,4,
16876,315,,
15820,3562,4,
15624,561,4,
10817,223,2,
10008,561,2,
9516,50,,
9455,62,,
9415,223,8,
9343,88,,
9105,561,8,
8813,79,,
8652,56,,
8397,561,,
7298,1413,16,
7040,111,,
6863,70,,
6708,99,,
5899,3562,16,
4947,88,0,
4500,630,,
4242,353,16,
4110,2244,31,
3759,125,,
3631,140,0,
3511,2244,0,
3363,157,,
3347,1781,,
3335,140,,
2983,177,,
2666,561,16,
2641,250,,
2575,223,0,
2494,223,16,
2447,140,4,
2441,890,4,
2260,2244,2,
2233,2244,1,
2187,500,,
2122,353,0,
2111,2244,8, 1
2090,198,,
2044,890,2,
2016,1999,8, 1
1947,88,1,
1933,890,8,
1885,2518,8, 1
1878,2244,8,-1
1834,140,8,
1794,1999,8,-1
1794,140,2,
1691,2518,8,-1
1656,353,,
1630,445,,
1625,223,,
1611,1413,31,
1566,1781,8, 1
1558,88,2,
1550,2244,4, 1
1546,88,4,
1483,1999,4, 1
1474,2244,4,-1
1457,2827,,
1456,1413,0,
1404,890,16,
1402,1999,4,-1
1402,1781,8,-1
1386,2518,4, 1
1371,2244,8, 0.5
1335,2827,8, 1
1334,2518,8, 0.5
1331,1999,8, 0.5
1328,2518,4,-1
1326,3562,31,
1274,2244,8,-0.5
1246,2518,8,-0.5
1236,315,4, 1
1235,1999,8,-0.5
1218,2827,8, 0.5
1215,1781,8, 0.5
1214,2827,8,-1
1207,140,1,
1184,315,4,-1
1164,280,4, 1
1156,1781,4, 1
1145,2827,8,-0.5
1136,353,4, 1
1129,1781,8,-0.5
1117,353,4,-1
1112,353,1,
1108,397,,
1099,280,4,-1
1096,3562,0,
1087,1781,4,-1
1083,223,1,
1034,1413,2,
1030,3173,8, 0.5
1026,1587,8, 0.5
1017,2244,4, 0.5
999,280,4, 2
999,1999,8, 2
992,2518,4, 0.5
986,2827,4, 1
985,1999,4, 0.5
974,2244,4,-0.5
972,3173,8,-0.5
955,1587,8,-0.5
955,2518,4,-0.5
951,2827,4,-1
941,1999,4,-0.5
929,397,4,-1
920,1413,1,
916,280,4,-2
912,250,4, 1
912,397,4, 1
908,2827,4, 0.5
899,1999,8,-2
896,1781,4, 0.5
893,561,0,
889,1587,8, 1
887,2244,63,
879,2827,4,-0.5
858,250,4,-1
856,1781,4,-0.5
807,315,4, 2
798,1587,8,-1
795,3562,8, 0.5
789,1413,8, 0.5
788,5654,8,
782,315,2, 1
769,3173,4, 0.5
765,1781,8, 2
757,315,2,-1
753,1587,4, 0.5
748,280,2, 1
748,3562,8,-0.5
746,3173,4,-0.5
744,315,4,-2
734,445,4,-1
731,1999,4, 2
730,1413,8,-0.5
720,315,8, 1
719,1587,4,-0.5
718,1781,8,-2
708,353,2,-1
706,353,2, 1
705,280,2,-1
703,3562,2,
700,445,4, 1
697,280,2, 2
692,2244,16, 1
687,315,8,-1
685,3562,1,
685,280,8, 1
682,3173,8, 1
679,1999,4,-2
658,353,8, 1
657,1587,4, 1
655,1999,16, 1
650,353,8,-1
643,561,31,
640,280,8,-1
633,250,4, 2
629,280,2,-2
627,3173,8,-1
618,280,8, 2
616,2518,16, 1
613,1587,4,-1
599,5654,4,
596,500,4,-1
595,250,4,-2
595,250,2, 1
594,3562,4, 0.5
580,397,2,-1
575,3562,4,-0.5
573,1413,4, 0.5
570,561,1,
570,280,8,-2
566,500,4, 1
558,1781,4, 2
556,397,2, 1
554,3998,8, 0.5
552,250,2,-1
548,397,8,-1
545,1413,4,-0.5
